run_id,model,k,n_eval,alerts_per_1k,precision,recall,f1,roc_auc,pr_auc,tp,fp,fn,tn
20260515T034232Z,morl_selected,50,74909,0.6674765381996823,0.6,0.0008063432334363661,0.00161052207757348,0.46802800283369284,0.47983320598945356,30,20,37175,37684
20260515T034232Z,morl_selected,100,74909,1.3349530763993647,0.67,0.0018008332213412177,0.0035920117946655946,0.46802800283369284,0.47983320598945356,67,33,37138,37671
20260515T034232Z,morl_selected,200,74909,2.6699061527987293,0.615,0.003306007257089101,0.006576660874214677,0.46802800283369284,0.47983320598945356,123,77,37082,37627
20260515T034232Z,iforest,50,74909,0.6674765381996823,0.98,0.001317027281279398,0.0026305193933700175,0.2874114627829883,0.3959598656846851,49,1,37156,37703
20260515T034232Z,iforest,100,74909,1.3349530763993647,0.83,0.002230882945840613,0.0044498056560782736,0.2874114627829883,0.3959598656846851,83,17,37122,37687
20260515T034232Z,iforest,200,74909,2.6699061527987293,0.51,0.002741566993683645,0.00545381633471461,0.2874114627829883,0.3959598656846851,102,98,37103,37606
